TS,T,C,O,H,L,V
1520787600,2018-03-12,1126.29,1135.37,1135.48,1123.98,197146780
1520874000,2018-03-13,1133.3101,1126.53,1133.3101,1118.49,208112910
1520960400,2018-03-14,1138.09,1135.99,1142.88,1134.55,222436340
1521046800,2018-03-15,1138.76,1134.51,1140.74,1129.66,207105860
1521133200,2018-03-16,1150.1899,1144.54,1152.52,1140.5601,260196900
1521392400,2018-03-19,1159.22,1158.16,1165.63,1155.8199,221555290
1521478800,2018-03-20,1159.39,1154.48,1166.33,1154.48,189756080
1521565200,2018-03-21,1169.36,1166.51,1172.3101,1163.91,212812970
1521651600,2018-03-22,1172.36,1175.22,1180.4399,1169.48,215497530
1521738000,2018-03-23,1153.59,1154.25,1157.2,1138.53,237107530
1521997200,2018-03-26,1171.22,1150.51,1176.95,1150.51,175879690
1522083600,2018-03-27,1171.73,1187.42,1187.42,1169.58,201305790
1522170000,2018-03-28,1172.24,1168.87,1179.1801,1165.71,165131520
1522256400,2018-03-29,1167.03,1174.73,1176.45,1164.12,150321430
1522342800,2018-03-30,1174.46,1169.29,1175.36,1158.49,150318960
1522602000,2018-04-02,1196.61,1180.26,1196.61,1179.73,221037550
1522688400,2018-04-03,1188.29,1197,1199.9301,1185.83,217626820
1522774800,2018-04-04,1191.54,1194.26,1200.71,1189.46,194006930
1522861200,2018-04-05,1193.17,1197.76,1199.15,1186.75,186567260
1522947600,2018-04-06,1199.96,1194.15,1202.59,1194.15,217719530
1523206800,2018-04-09,1204.33,1202.4399,1207.45,1197.4399,222920660
1523293200,2018-04-10,1198.12,1207.62,1211.34,1192.22,246566650
1523379600,2018-04-11,1167.11,1201.51,1202.46,1167.11,245785470
1523466000,2018-04-12,1173.02,1162.48,1173.02,1153.64,168958120
1523552400,2018-04-13,1157.14,1178.5699,1181.52,1153.9301,156898440
1523811600,2018-04-16,1148.49,1156.54,1159.45,1141.8101,138666630
1523898000,2018-04-17,1153.28,1149.02,1156.7,1139.33,139854490
1523984400,2018-04-18,1138.53,1157.67,1160.3199,1138.42,152174130
1524070800,2018-04-19,1094.63,1137.99,1137.99,1094.63,183841740
1524157200,2018-04-20,1119.86,1095.84,1119.86,1078.01,142780270
1524416400,2018-04-23,1076.78,1124.33,1127.24,1076.78,194901680
1524502800,2018-04-24,1080.74,1064.86,1084.89,1048.6801,166004870
1524675600,2018-04-26,1044.86,1082.52,1082.52,1039.35,184919930
1524762000,2018-04-27,1050.26,1037.36,1054.9399,1031.89,152853910
1525194000,2018-05-02,1029.08,1053.26,1053.52,1024.75,151711850
1525280400,2018-05-03,1026.46,1018.47,1027.38,1003.79,170959320
1525366800,2018-05-04,1026.8,1032.12,1037.02,1022.1,125862200
1525626000,2018-05-07,1062.26,1034.64,1062.26,1028.79,122128310
1525712400,2018-05-08,1060.45,1061.12,1072.28,1057.24,131146470
1525798800,2018-05-09,1056.97,1058.33,1069.8,1051.79,125896530
1525885200,2018-05-10,1028.87,1058.22,1059.34,1025.75,143626080
1525971600,2018-05-11,1044.85,1026.34,1044.85,1014.3,122737900
1526230800,2018-05-14,1066.98,1051.6899,1066.98,1042.3101,112785900
1526317200,2018-05-15,1073.5,1072.25,1084.2,1071.02,125232780
1526403600,2018-05-16,1054.62,1070.34,1072.46,1052.1801,121268150
1526490000,2018-05-17,1030.64,1055.21,1057.84,1030.64,107387050
1526576400,2018-05-18,1040.54,1033.33,1040.84,1013.57,118092350
1526835600,2018-05-21,1014.98,1043.8199,1043.8199,1014.98,104031010
1526922000,2018-05-22,985.91,1006.18,1015.97,976.73,158542820
1527008400,2018-05-23,988.94,974.8,995.25,965.92,126755700
1527094800,2018-05-24,985.92,992.24,995.82,974.14,104772830
1527181200,2018-05-25,963.9,981.47,987.56,963.9,122933860
1527440400,2018-05-28,931.75,938.86,951.34,927.47,191197120
1527526800,2018-05-29,952.18,925.89,958.96,916,155301290
1527613200,2018-05-30,948.5,953.41,953.41,932.26,117512290
1527699600,2018-05-31,971.25,947.96,975.51,945.29,140721200
1527786000,2018-06-01,992.87,973.67,995.06,973.56,160913600
1528045200,2018-06-04,1013.78,994.48,1013.78,992.01,146895440
1528131600,2018-06-05,1022.74,1013.59,1025.26,1011.59,173096680
1528218000,2018-06-06,1034.5,1020.97,1034.5,1012.98,147456500
1528304400,2018-06-07,1036.6899,1038.9301,1043.71,1030.79,151829230
1528390800,2018-06-08,1039.01,1032.59,1039.0699,1026.9399,124180340
1528650000,2018-06-11,1039.02,1033.55,1045.6,1029.1899,133836660
1528736400,2018-06-12,1020.76,1033.55,1033.55,1005.1,169945710
1528822800,2018-06-13,1030.53,1017.93,1030.53,1017.93,94519770
1528909200,2018-06-14,1015.72,1030.53,1033.46,1015.72,135233070
1528995600,2018-06-15,1016.51,1012.71,1018.95,1006.75,144865820
1529254800,2018-06-18,987.34,1015.56,1018.98,986.88,145591940
1529341200,2018-06-19,962.16,972.38,972.62,941.57,203659510
1529427600,2018-06-20,980.95,957.37,980.95,955.61,119730870
1529514000,2018-06-21,969.4,979.57,979.57,966.28,94237830
1529600400,2018-06-22,983.17,963.89,983.57,959.91,102746580
1529859600,2018-06-25,990.52,997.34,997.34,988.98,118181310
1529946000,2018-06-26,983.02,977.78,983.78,970.75,114881010
1530032400,2018-06-27,968.91,981.44,984.46,968.91,126510710
1530118800,2018-06-28,957.35,964.76,976.12,954.46,130318210
1530205200,2018-06-29,960.78,955.64,962.93,950.48,110043130
1530464400,2018-07-02,947.15,955.18,956.78,932.66,142222740
1530550800,2018-07-03,906.01,945.87,946.16,906.01,161389340
1530637200,2018-07-04,914.99,904.34,914.99,890.83,115604640
1530723600,2018-07-05,899.4,914.48,921.85,892.67,127434590
1530810000,2018-07-06,917.51,891.16,921.75,884.99,141624520
1531069200,2018-07-09,915.12,922.72,929.5,915.12,106167080
1531155600,2018-07-10,911.12,919.44,921.96,911.12,93102100
1531242000,2018-07-11,893.16,898.08,900.16,885.09,138119530
1531328400,2018-07-12,898.51,891.21,905.72,884.75,90464330
1531414800,2018-07-13,909.72,904.8,912.53,899.94,121978590
1531674000,2018-07-16,911.11,914.22,917.63,905.27,110882460
1531760400,2018-07-17,921.27,905.32,921.27,902.02,136304660
1531846800,2018-07-18,942.39,926.14,942.39,926.14,184648680
1531933200,2018-07-19,943.97,943.91,947.07,939.58,166922920
1532019600,2018-07-20,933.39,938.83,941.94,930.26,178891900
1532278800,2018-07-23,936.74,931.52,949.14,930.25,190030610
1532365200,2018-07-24,934.08,933.22,939.07,926.3,169638570
1532451600,2018-07-25,927.58,936.57,938.33,927.58,201884580
1532538000,2018-07-26,930.16,928.96,930.32,920.99,175235210
1532624400,2018-07-27,935.52,931.9,937.23,928.82,163302090
1532883600,2018-07-30,949.73,940.76,949.73,937.69,184174690
1532970000,2018-07-31,956.39,948.56,959.07,947.32,229774470
1533056400,2018-08-01,952.77,957.35,960.05,949.89,180793930
1533142800,2018-08-02,953.55,952.75,953.55,942.39,197722680
1533229200,2018-08-03,959.6,957.92,966.1,955.13,166126830
1533488400,2018-08-06,960.23,960.12,962.99,955.42,153665970
1533574800,2018-08-07,956.79,957.7,962.02,953.71,138303880
1533661200,2018-08-08,966.27,958.31,966.27,958.31,140667750
1533747600,2018-08-09,963.5,968.57,972.52,963.5,156257390
1533834000,2018-08-10,968.47,962.03,968.47,955.04,171440130
1534093200,2018-08-13,978.04,966.46,978.04,963.41,178091820
1534179600,2018-08-14,978.27,979.66,981.42,974.47,149752820
1534266000,2018-08-15,961.37,980.45,982,961.37,170817950
1534352400,2018-08-16,964.28,952.83,964.28,947.09,155986290
1534438800,2018-08-17,968.88,971.4,975.52,968.88,136124710
1534698000,2018-08-20,969.62,970.81,973.57,966.46,159945460
1534784400,2018-08-21,979.21,968.46,979.21,968.45,166417760
1534870800,2018-08-22,982.15,979.21,986.36,980.32,165152300
1534957200,2018-08-23,987.36,984.12,989.45,982.48,136864890
1535043600,2018-08-24,987.05,985.49,989.21,982.88,154534730
1535302800,2018-08-27,991.92,990.19,994.54,990.03,172686090
1535389200,2018-08-28,995.19,993.95,995.29,989.81,160331540
1535475600,2018-08-29,988.17,995.05,995.05,987.47,147774090
1535562000,2018-08-30,998.07,987.62,998.07,983.43,156100950
1535648400,2018-08-31,989.54,998.55,1003.06,989.54,163243740
1535994000,2018-09-04,975.94,990.79,992.18,975.94,172128470
1536080400,2018-09-05,968.44,975.05,978.78,964.8,161390790
1536166800,2018-09-06,958.19,968.37,970.84,957.99,142238280
1536253200,2018-09-07,968.9,955.5,969.34,955.5,152617370
1536512400,2018-09-10,970.34,969.74,974.59,968.19,150338320
1536598800,2018-09-11,985.06,968.41,985.06,967.92,158843940
1536685200,2018-09-12,987.01,990,994.83,987.01,170858030
1536771600,2018-09-13,987.95,987.48,992.96,984.92,148842470
1536858000,2018-09-14,991.34,990,995.55,989.56,149728940
1537117200,2018-09-17,987.61,990.65,993.83,987.02,146741120
1537203600,2018-09-18,993.49,983.43,993.49,981.89,171104330
1537290000,2018-09-19,995.54,998.65,1001.83,994.5,206247050
1537376400,2018-09-20,1004.74,996.48,1004.74,996.48,179431950
1537462800,2018-09-21,1002.97,1006.25,1009.1,1000.39,273413180
1537722000,2018-09-24,1011.29,1007.52,1011.29,1007.45,169398920
1537808400,2018-09-25,1010.74,1011.94,1014.53,1008.67,198241540
1537894800,2018-09-26,1009.61,1008.93,1014.86,1007.44,219897580
1537981200,2018-09-27,1015.37,1012.57,1017.78,1010.49,180962780
1538067600,2018-09-28,1017.13,1019.34,1020.84,1015.4,224567020
1538326800,2018-10-01,1012.88,1019.49,1023.87,1012.88,225044930
1538413200,2018-10-02,1018.79,1014.26,1021.51,1013.11,203932870
1538499600,2018-10-03,1020.4,1021.08,1024.59,1016.47,160155660
1538586000,2018-10-04,1023.62,1024.6801,1024.6801,1020.4,183870790
1538672400,2018-10-05,1008.39,1020.21,1020.77,1008.39,206650560
1538931600,2018-10-08,996.12,1003.31,1006.13,996.12,185949540
1539018000,2018-10-09,996.19,998.7,1001.87,996.19,178954450
1539104400,2018-10-10,993.96,998.66,999.62,991.22,171846560
1539190800,2018-10-11,945.89,972.21,972.21,938.83,344023630
1539277200,2018-10-12,970.08,939.2,970.08,933.35,203631780
1539536400,2018-10-15,951.64,968.8,969.36,951.64,123102110
1539622800,2018-10-16,963.37,950.36,963.69,950.36,117735940
1539709200,2018-10-17,971.6,973.14,975.27,969.06,137768810
1539795600,2018-10-18,963.47,968.93,970.75,962.68,126109950
1539882000,2018-10-19,958.36,949.94,959.63,945.83,132371320
1540141200,2018-10-22,953.51,960.63,963.79,953.51,133005070
1540227600,2018-10-23,939.68,950.12,950.42,925.29,181840880
1540314000,2018-10-24,922.73,935.25,939.06,922.73,132105240
1540400400,2018-10-25,910.17,902.59,912.07,885.34,163619880
1540486800,2018-10-26,900.82,918.11,918.16,900.82,133621650
1540746000,2018-10-29,888.82,895.05,897.84,884.92,113424680
1540832400,2018-10-30,888.69,881.32,894.8,880.85,119547410
1540918800,2018-10-31,914.76,894.23,914.76,894.23,159222360
1541005200,2018-11-01,907.96,915.52,918.84,905.73,121693330
1541091600,2018-11-02,924.86,911.35,927.62,910.4,209087970
1541350800,2018-11-05,925.53,920.87,925.53,915.77,121121310
1541437200,2018-11-06,922.05,931,931.27,921.93,120442560
1541523600,2018-11-07,922.16,922.03,924.6,915.41,126800490
1541610000,2018-11-08,926.28,928.69,932.86,925.54,136692720
1541696400,2018-11-09,914.29,921.11,925.31,914.29,131109630
1541955600,2018-11-12,918.12,909.36,918.99,903.95,109808760
1542042000,2018-11-13,905.38,904.35,910.2,903.48,132807600
1542128400,2018-11-14,900.93,904.16,910.58,898.83,125187850
1542214800,2018-11-15,897.15,901.13,903.83,892.5,134989500
1542301200,2018-11-16,898.19,901.44,903.21,894.14,142498160
1542560400,2018-11-19,916.06,902.65,916.06,900.61,123860310
1542646800,2018-11-20,919.02,909.76,919.02,909.76,126164590
1542733200,2018-11-21,922.56,909.83,922.56,907.47,119083100
1542819600,2018-11-22,924.42,924.93,926.15,922.02,114412140
1542906000,2018-11-23,917.97,923.91,925.84,916.87,111905790
1543165200,2018-11-26,921.03,915.67,921.96,914.43,90451440
1543251600,2018-11-27,923.12,925.12,930.37,921.26,109001530
1543338000,2018-11-28,930.2,922.29,930.2,922.03,96777710
1543424400,2018-11-29,926.79,934.88,937.75,926.79,117424890
1543510800,2018-11-30,926.54,924.49,928.92,921.08,128769250
1543770000,2018-12-03,951.59,937.7,951.59,937.1,158946860
1543856400,2018-12-04,958.84,952.97,960.44,950.89,177097760
1543942800,2018-12-05,957.14,950.34,960.87,946.97,153998080
1544029200,2018-12-06,954.82,957.14,959.59,948.44,145040180
1544115600,2018-12-07,958.59,956.49,962.39,955.96,151647570
1544374800,2018-12-10,955.89,955.06,958.25,951.5,129252710
1544461200,2018-12-11,954.58,955.93,957.97,949.34,126821330
1544547600,2018-12-12,961.28,956.32,961.28,956,143971260
1544634000,2018-12-13,960.25,963.65,966.83,960.1,145835490
1544720400,2018-12-14,952.04,958.78,960.09,951.04,131393080
1544979600,2018-12-17,933.65,948.09,948.09,933.65,143135290
1545066000,2018-12-18,927.25,921.48,928.2,917.03,155653890
1545152400,2018-12-19,919.24,926.35,927.03,914.55,119410210
1545238800,2018-12-20,918.24,915.5,921.79,914.18,107806880
1545325200,2018-12-21,912.26,911.57,915.02,907.88,131219760
1545584400,2018-12-24,908.56,910.86,916.41,908.56,109246400
1545670800,2018-12-25,897.94,893.71,897.94,882.17,168379500
1545757200,2018-12-26,891.75,896.63,899.49,890.86,104065930
1545843600,2018-12-27,900.81,904.8,906.63,900.81,112522140
1545930000,2018-12-28,892.54,903.79,903.79,892.54,123558630
1546362000,2019-01-02,891.75,900.1,900.1,891.1,91857070
1546448400,2019-01-03,878.22,889.78,892.21,872.12,135125060
1546534800,2019-01-04,880.9,872.69,881.48,861.85,117664070
1546794000,2019-01-07,889.64,890.47,896.63,885.3,87417130
1546880400,2019-01-08,887.44,891.37,891.87,883.67,92128530
1546966800,2019-01-09,896.99,890.26,897.25,888.61,121796320
1547053200,2019-01-10,898.3,897.85,899.47,895.17,102404440
1547139600,2019-01-11,902.71,899.1,904.37,899.1,107782500
1547398800,2019-01-14,901.8,903.83,903.83,897.18,102797710
1547485200,2019-01-15,909.68,901.21,909.68,898.92,106149230
1547571600,2019-01-16,908.7,911.32,912.48,906.39,107555090
1547658000,2019-01-17,901.89,908.48,909.06,901.89,117379940
1547744400,2019-01-18,902.3,902.7,906.35,900.64,98216800
1548003600,2019-01-21,911.05,905.25,911.74,903.09,119012350
1548090000,2019-01-22,906.55,912.73,913.37,906.55,122327990
1548176400,2019-01-23,908.18,905.73,910.12,905.12,104593270
1548262800,2019-01-24,908.79,908.56,910.59,906.59,93576170
1548349200,2019-01-25,908.88,908.86,911.59,907.96,94869510
1548608400,2019-01-28,912.18,912.53,913.43,908.9,105335970
1548694800,2019-01-29,915.93,913.67,915.93,907.09,97050250
1548781200,2019-01-30,915.84,914.08,917.8,913.48,101720060
1548867600,2019-01-31,910.65,919.12,920.36,910.38,110220270
1548954000,2019-02-01,908.67,911.98,912.81,907.52,101242400
1549818000,2019-02-11,926.1,916.98,926.1,915.86,105483580
1549904400,2019-02-12,937.54,930.37,938.64,926.98,172197210
1549990800,2019-02-13,945.25,937.61,945.25,937.34,176159810
1550077200,2019-02-14,952.34,946.54,953.66,945.99,156655320
1550163600,2019-02-15,950.89,951.9,955.4,948.26,145322500
1550422800,2019-02-18,961.3,954.85,961.3,953.32,169171360
1550509200,2019-02-19,964.35,962.84,971.92,962.81,195093270
1550595600,2019-02-20,970.58,963.29,972.75,963.29,145267490
1550682000,2019-02-21,987.57,972.82,987.57,970.31,162918220
1550768400,2019-02-22,988.91,983.99,993.16,982.86,199234030
1551027600,2019-02-25,994.43,996.06,999.9,992.72,192681550
1551114000,2019-02-26,987.06,991.63,996.44,979.24,209790990
1551200400,2019-02-27,990.27,989.61,994.46,988.09,204616980
1551286800,2019-02-28,965.47,989.84,990.25,965.47,197428310
1551373200,2019-03-01,979.63,971.05,980.82,970.54,147716480
1551632400,2019-03-04,993.99,983.5,994.46,983.33,209754090
1551718800,2019-03-05,992.45,990.08,1000.25,987.92,243416220
1551805200,2019-03-06,994.49,993.01,994.49,985.51,189551540
1551891600,2019-03-07,994.03,995.65,1004.55,994.03,187770040
1551978000,2019-03-08,985.25,987.89,991.98,984.48,176347260
1552237200,2019-03-11,984.6,982.94,987.11,981.34,142651930
1552323600,2019-03-12,1001.32,991.14,1001.32,990.46,179893460
1552410000,2019-03-13,1005.41,1003.75,1009.77,1003.01,197620220
1552496400,2019-03-14,1008.44,1006.37,1011.39,1002.09,182827760
1552582800,2019-03-15,1004.12,1008.22,1008.22,1001.1,207003710
1552842000,2019-03-18,1011.86,1007.92,1013.29,1007.92,188364570
1552928400,2019-03-19,1006.59,1013.75,1014.51,1004.22,198984160
1553014800,2019-03-20,1002.3,1002.86,1003.25,992.02,180045630
1553101200,2019-03-21,981.78,1005.12,1006.37,981.78,182708030
1553187600,2019-03-22,988.71,984.9,990.07,981.3,151811080
1553446800,2019-03-25,970.07,976.53,976.53,964.76,177632670
1553533200,2019-03-26,969.79,975.44,978.99,966.9,139645020
1553619600,2019-03-27,975.91,976.67,979.32,972.25,112974060
1553706000,2019-03-28,982.98,973.44,983.18,972.6,122202110
1553792400,2019-03-29,980.76,985.35,988.24,980.76,131921800
1554051600,2019-04-01,988.53,984.89,988.53,982.8,137258330
1554138000,2019-04-02,985.81,994.87,996.41,985.48,139423310
1554224400,2019-04-03,984.46,984.74,985.26,980.3,128758900
1554310800,2019-04-04,986.91,987.47,989.08,982.94,131989370
1554397200,2019-04-05,989.26,988.09,990.38,986.39,129755950
1554656400,2019-04-08,997.56,991.65,997.56,989.33,146953600
1554742800,2019-04-09,988.48,999.89,1000.02,987.82,152345600
1554829200,2019-04-10,981.91,984.79,987.27,976.83,136497840
1554915600,2019-04-11,985.95,984.46,985.95,981.06,117588860
1555002000,2019-04-12,982.9,984.66,984.69,980.26,111898230
1555347600,2019-04-16,977.17,970.87,978.53,963.06,130941660
1555434000,2019-04-17,972.1,978.21,980.71,972.1,148469420
1555520400,2019-04-18,962.3,969.5,973.73,962.05,137181210
1555606800,2019-04-19,966.21,968.27,971.73,965.46,96080150
1555866000,2019-04-22,965.86,963.78,966.69,959.33,115805120
1555952400,2019-04-23,968,964.84,970.98,964.35,112653940
1556038800,2019-04-24,976.92,969.66,978.71,969.66,121107830
1556125200,2019-04-25,974.13,976.46,976.46,971.92,112382890
1556211600,2019-04-26,979.64,972.86,979.64,970.73,107350700
1556730000,2019-05-02,978.5,978.81,979.93,975.51,123917210
1556816400,2019-05-03,974.14,976.77,977.13,971.75,127740220
1557075600,2019-05-06,957.97,964.37,964.89,955.41,133510960
1557162000,2019-05-07,957.56,961.31,965.61,955.42,121330080
1557248400,2019-05-08,951.22,950.1,953.88,947.86,118717980
1557334800,2019-05-09,947.01,950.66,953.66,944.91,114863670
1557421200,2019-05-10,952.55,950.37,953.92,947.85,114647770
1557680400,2019-05-13,958.54,952.11,958.54,951.76,124693720
1557766800,2019-05-14,965.34,952.13,965.34,952.13,135189670
1557853200,2019-05-15,975.64,967.95,977.65,967.95,154156590
1557939600,2019-05-16,975.69,976.96,981.22,975.69,129973620
1558026000,2019-05-17,976.48,977.85,980.04,974.91,120457430
1558285200,2019-05-20,987.13,975.95,987.13,974.47,134337940
1558371600,2019-05-21,986.29,989.67,992.84,986.07,124573780
1558458000,2019-05-22,983.78,986.66,992.26,982.68,127215170
1558544400,2019-05-23,982.71,982,984.57,977.17,107963620
1558630800,2019-05-24,970.03,976.59,983.14,970.03,128053180
1558890000,2019-05-27,975.14,970.73,975.4,970.41,138466161
1558976400,2019-05-28,972,977.02,978.8,969.51,148990818
1559062800,2019-05-29,971.54,973.31,974.96,969.55,145310081
1559149200,2019-05-30,969.34,971.01,974.56,967.21,159992984
1559235600,2019-05-31,959.88,968.53,969.94,959.88,136533300
1559494800,2019-06-03,946.47,953.58,955.78,940.28,184656555
1559581200,2019-06-04,951.16,945.62,951.42,943.21,162399806
1559667600,2019-06-05,951.41,955.8,958.39,951.39,131580929
1559754000,2019-06-06,948.21,951.41,951.41,939.35,125898646
1559840400,2019-06-07,958.28,951.64,958.28,950.94,148035457
1560099600,2019-06-10,962.9,963.78,966.9,958.6,154897649
1560186000,2019-06-11,962.07,962.79,964.81,959.98,136379184
1560272400,2019-06-12,954.17,960.6,960.6,953.83,138109792
1560358800,2019-06-13,950.08,951.26,952.06,946.29,142809278
1560445200,2019-06-14,953.61,948.65,954.7,948.65,155879414
1560704400,2019-06-17,946.95,953.97,955.18,944.47,174370028
1560790800,2019-06-18,944.01,945.73,947.3,938.95,166941576
1560877200,2019-06-19,949.69,948.92,950.04,946.83,147358054
1560963600,2019-06-20,959.18,949.15,962.33,948.97,185490163
1561050000,2019-06-21,959.2,962.43,964.52,959.12,206137401
1561309200,2019-06-24,962.85,960.29,967.11,959.8,150298672
1561395600,2019-06-25,960.13,961.19,963.23,960.06,164347956
1561482000,2019-06-26,959.13,960.13,962.7,958.38,252317209
1561568400,2019-06-27,943.11,959.48,959.48,943.11,159030321
1561654800,2019-06-28,949.94,944.53,949.94,939.12,182625355
1561914000,2019-07-01,965.61,957.66,965.61,957.66,166445420
1562000400,2019-07-02,961.98,964.77,966.76,959.8,138217098
1562086800,2019-07-03,960.39,960.44,961.67,956.91,136594431
1562173200,2019-07-04,973.04,961.78,973.04,961.65,189897829
1562259600,2019-07-05,975.34,973.04,975.34,970.16,137917326
1562518800,2019-07-08,966.35,972.83,972.83,963.84,165879438
1562605200,2019-07-09,969.05,965.24,969.05,963.05,169482118
1562691600,2019-07-10,973.65,971.19,974.96,971.19,154564111
1562778000,2019-07-11,978.63,976.95,980.02,975.03,161663227
1562864400,2019-07-12,975.4,980.11,981.62,974.32,157305753
1563123600,2019-07-15,972.53,975.57,975.66,970.93,150551123
1563210000,2019-07-16,982.11,975.05,982.11,975.05,174668213
1563296400,2019-07-17,982.57,981.49,985.59,979.05,170018762
1563382800,2019-07-18,976.05,979.16,979.49,975.01,139846186
1563469200,2019-07-19,982.34,978.12,986.12,978.12,170265297
1563728400,2019-07-22,982.04,981.17,985.13,980.08,164371830
1563814800,2019-07-23,989.46,981.38,990.45,980.27,184831147
1563901200,2019-07-24,988.41,993.01,994.85,986.34,169642412
1563987600,2019-07-25,994.95,986.85,997.49,986.85,171789317
1564074000,2019-07-26,993.35,993.85,998.52,992.97,152405215
1564333200,2019-07-29,997.94,993.21,997.94,988.41,147824940
1564419600,2019-07-30,986.02,1001.46,1002.77,986.02,154322082
1564506000,2019-07-31,991.66,986,993.4,982.64,172875572
1564592400,2019-08-01,997.39,993.25,997.39,990.88,222655794
1564678800,2019-08-02,991.1,987.55,991.39,985.69,186787994
1564938000,2019-08-05,973.15,988.6,988.99,973.15,195934349
1565024400,2019-08-06,964.61,960.29,966.15,958.39,210927032
1565110800,2019-08-07,965.93,967.65,971.96,961.64,219152689
1565197200,2019-08-08,975.24,965.93,975.83,964.21,219237176
1565283600,2019-08-09,974.34,977.37,978.69,974.33,192308389
1565542800,2019-08-12,975.31,975.38,977.63,973.25,174552398
1565629200,2019-08-13,966.83,972.7,973.09,964.11,181502531
1565715600,2019-08-14,968.91,975.88,975.99,968.91,151487620
1565802000,2019-08-15,979.38,958.05,979.38,955.76,182910290
1565888400,2019-08-16,980,974.88,985.61,974.88,198006180
1566147600,2019-08-19,981.03,984.04,985.48,979.17,158090188
1566234000,2019-08-20,984.67,983.94,985.35,981.75,177939733
1566320400,2019-08-21,994.38,983.54,995.44,983.3,201557493
1566406800,2019-08-22,997.26,996.41,998.67,993.23,152998950
1566493200,2019-08-23,992.45,998.21,998.21,990.83,162568195
1566752400,2019-08-26,982.88,983.8,984.61,977,189790404
1566838800,2019-08-27,976.79,987.16,988.49,976.79,199812049
1566925200,2019-08-28,977.26,977.1,981.35,977.1,147213987
1567011600,2019-08-29,978.59,978.17,978.78,973.34,138392454
1567098000,2019-08-30,984.06,980.25,984.87,980.25,143163513
1567443600,2019-09-03,979.36,984.79,985.21,978.62,186387303
1567530000,2019-09-04,977.63,977.97,979.91,973.37,157392889
1567616400,2019-09-05,976.79,979.83,981.67,976.79,159540011
1567702800,2019-09-06,974.08,977.83,978.73,973.87,161159116
1567962000,2019-09-09,974.12,974.53,975.03,972.52,155334471
1568048400,2019-09-10,970.26,974.62,977.44,968.36,161444710
1568134800,2019-09-11,969.31,969.59,973.13,967.14,154513898
1568221200,2019-09-12,976.07,972.39,976.07,972.31,141321199
1568307600,2019-09-13,987.22,976.07,987.22,975.95,189231330
1568566800,2019-09-16,989.86,987.07,992.6,986.72,187151712
1568653200,2019-09-17,996.74,990.06,996.74,986.96,231436058
1568739600,2019-09-18,995.15,995.75,998.4,993.94,191036390
1568826000,2019-09-19,997.1,995.49,997.2,990.55,186921508
1568912400,2019-09-20,990.36,997.6,998.56,990.36,203600240
1569171600,2019-09-23,985.75,991.75,993.98,985.75,207504798
1569258000,2019-09-24,988.13,986.17,991.36,984.94,165040016
1569344400,2019-09-25,987.3,985.96,989.18,983.06,171566161
1569430800,2019-09-26,990.75,988.7,991.66,986.35,152560016
1569517200,2019-09-27,997.84,992.26,998.34,991.5,180737057
1569776400,2019-09-30,996.56,999.92,1004.17,996.51,176215055
1569862800,2019-10-01,999.59,997.87,999.72,996.2,210254423
1569949200,2019-10-02,991.19,999.18,1000.93,989.63,178783975
1570035600,2019-10-03,992.45,985.65,992.45,983.35,193597117
1570122000,2019-10-04,987.59,993.69,994.81,987.59,205009000
1570381200,2019-10-07,983.09,989.45,990.34,983.09,181618007
1570467600,2019-10-08,988.22,983.62,988.51,982.07,178375371
1570554000,2019-10-09,987.83,987.82,992,986.74,182539423
1570640400,2019-10-10,987.38,988.81,990.89,986.93,182977754
1570726800,2019-10-11,991.84,988.57,991.84,987.62,168611835
1570986000,2019-10-14,993.57,994.61,997.25,992.5,193975692
1571072400,2019-10-15,993.05,993.55,994.73,990.74,179970114
1571158800,2019-10-16,994.46,995.75,997.41,993.42,188131369
1571245200,2019-10-17,989.82,995.04,995.81,989.82,191550366
1571331600,2019-10-18,989.2,992,993.03,988.41,174424315
1571590800,2019-10-21,983.56,988.18,988.82,983.56,200325507
1571677200,2019-10-22,987.19,983.52,987.59,983.52,231647637
1571763600,2019-10-23,987.79,987.04,989.61,985.52,179021348
1571850000,2019-10-24,993.6,988.85,993.6,987.65,160032080
1571936400,2019-10-25,996.57,993.91,996.67,992.91,173486528
1572195600,2019-10-28,996.48,998.27,999.94,996.48,183756571
1572282000,2019-10-29,995.87,997.77,999.88,995.87,249477530
1572368400,2019-10-30,1000.89,996.83,1003.4,994.86,181192547
1572454800,2019-10-31,998.82,1000.89,1004.4,998.58,218981651
1572541200,2019-11-01,1015.59,998.82,1015.88,998.82,241335507
1572800400,2019-11-04,1022.43,1019,1023.92,1015.86,232788487
1572886800,2019-11-05,1024.34,1022.77,1026.53,1021.63,199371766
1572973200,2019-11-06,1024.91,1023.43,1028.97,1023.42,225000552
1573059600,2019-11-07,1024.03,1023.49,1028.45,1022.61,193394230
1573146000,2019-11-08,1022.49,1026.98,1027.39,1021.11,181366818
1573405200,2019-11-11,1016.75,1023.32,1024.77,1016.35,210430901
1573491600,2019-11-12,1018.33,1016.97,1021.84,1015.97,223157118
1573578000,2019-11-13,1012.77,1019.07,1020.09,1010.89,286967681
1573664400,2019-11-14,1012.3,1014.14,1016.34,1010.6,209404256
1573750800,2019-11-15,1010.03,1012.93,1015.16,1005.1,212329658
1574010000,2019-11-18,1002.91,1010.03,1012.09,1002.63,184310829
