TS,T,C,O,H,L,V
1184086800,2007-07-11,1029.85,1029.85,1029.85,1029.85,5727550
1184173200,2007-07-12,1017.68,1017.68,1017.68,1017.68,6316950
1184259600,2007-07-13,1015.73,1015.73,1015.73,1015.73,6276530
1184518800,2007-07-16,995.83,995.83,995.83,995.83,6167960
1184605200,2007-07-17,1000.33,1000.33,1000.33,1000.33,6379010
1184691600,2007-07-18,994.73,994.73,994.73,994.73,4921620
1184778000,2007-07-19,984.43,984.43,984.43,984.43,6026310
1184864400,2007-07-20,981.31,981.31,981.31,981.31,4972590
1185123600,2007-07-23,979.23,979.23,979.23,979.23,5599498
1185210000,2007-07-24,982.43,982.43,982.43,982.43,7413877
1185296400,2007-07-25,972.56,972.56,972.56,972.56,5478480
1185382800,2007-07-26,956.13,956.13,956.13,956.13,7609390
1185469200,2007-07-27,940.36,940.36,940.36,940.36,5218535
1185728400,2007-07-30,925.44,925.44,925.44,925.44,3296340
1185814800,2007-07-31,907.95,907.95,907.95,907.95,6578310
1185901200,2007-08-01,923.14,923.14,923.14,923.14,6790610
1185987600,2007-08-02,911.18,911.18,911.18,911.18,6596810
1186074000,2007-08-03,892.88,892.88,892.88,892.88,5899770
1186333200,2007-08-06,883.9,883.9,883.9,883.9,4233060
1186419600,2007-08-07,896.91,896.91,896.91,896.91,4162380
1186506000,2007-08-08,910.05,910.05,910.05,910.05,4836360
1186592400,2007-08-09,938.21,938.21,938.21,938.21,8625310
1186678800,2007-08-10,935.68,935.68,935.68,935.68,7597825
1186938000,2007-08-13,909.15,909.15,909.15,909.15,5324936
1187024400,2007-08-14,923.15,923.15,923.15,923.15,4766180
1187110800,2007-08-15,915.34,915.34,915.34,915.34,3200560
1187197200,2007-08-16,900.26,900.26,900.26,900.26,5827710
1187283600,2007-08-17,887.93,887.93,887.93,887.93,4301390
1187542800,2007-08-20,890.02,890.02,890.02,890.02,7374066
1187629200,2007-08-21,895.72,895.72,895.72,895.72,6565840
1187715600,2007-08-22,892.07,892.07,892.07,892.07,6263320
1187802000,2007-08-23,887.62,887.62,887.62,887.62,8751750
1187888400,2007-08-24,905.48,905.48,905.48,905.48,7620380
1188147600,2007-08-27,909.07,909.07,909.07,909.07,8735999
1188234000,2007-08-28,902.58,902.58,902.58,902.58,4974300
1188320400,2007-08-29,901.17,901.17,901.17,901.17,6194950
1188406800,2007-08-30,903.94,903.94,903.94,903.94,5323332
1188493200,2007-08-31,908.37,908.37,908.37,908.37,7093620
1188838800,2007-09-04,929.85,929.85,929.85,929.85,8041460
1188925200,2007-09-05,925.57,925.57,925.57,925.57,8291910
1189011600,2007-09-06,928.36,928.36,928.36,928.36,6856080
1189098000,2007-09-07,934.13,934.13,934.13,934.13,6282830
1189357200,2007-09-10,927.14,927.14,927.14,927.14,7248770
1189443600,2007-09-11,920.48,920.48,920.48,920.48,13325570
1189530000,2007-09-12,921.19,921.19,921.19,921.19,7029850
1189616400,2007-09-13,921.31,921.31,921.31,921.31,9379720
1189702800,2007-09-14,930.46,930.46,930.46,930.46,5354710
1189962000,2007-09-17,934.74,934.74,934.74,934.74,11095805
1190048400,2007-09-18,935.17,935.17,935.17,935.17,7460680
1190134800,2007-09-19,946.22,946.22,946.22,946.22,9151624
1190221200,2007-09-20,963.61,963.61,963.61,963.61,10779190
1190307600,2007-09-21,958.67,958.67,958.67,958.67,10885160
1190566800,2007-09-24,975.82,975.82,975.82,975.82,12054760
1190653200,2007-09-25,1009.88,1009.88,1009.88,1009.88,14900560
1190739600,2007-09-26,1015.91,1015.91,1015.91,1015.91,15853250
1190826000,2007-09-27,1014.09,1014.09,1014.09,1014.09,12683870
1190912400,2007-09-28,1046.86,1046.86,1046.86,1046.86,14801700
1191171600,2007-10-01,1084.39,1084.39,1084.39,1084.39,16492500
1191258000,2007-10-02,1099.48,1099.48,1099.48,1099.48,17546890
1191344400,2007-10-03,1106.6,1106.6,1106.6,1106.6,14399570
1191430800,2007-10-04,1087.76,1087.76,1087.76,1087.76,16414980
1191517200,2007-10-05,1081.63,1081.63,1081.63,1081.63,16276350
1191776400,2007-10-08,1084.87,1084.87,1084.87,1084.87,13375120
1191862800,2007-10-09,1097.36,1097.36,1097.36,1097.36,14172660
1191949200,2007-10-10,1104.67,1104.67,1104.67,1104.67,13552210
1192035600,2007-10-11,1099.3101,1099.3101,1099.3101,1099.3101,11499710
1192122000,2007-10-12,1104.61,1104.61,1104.61,1104.61,16053085
1192381200,2007-10-15,1105.21,1105.21,1105.21,1105.21,12778930
1192467600,2007-10-16,1103.88,1103.88,1103.88,1103.88,15307560
1192554000,2007-10-17,1101.29,1101.29,1101.29,1101.29,13546680
1192640400,2007-10-18,1088.6801,1088.6801,1088.6801,1088.6801,15254320
1192726800,2007-10-19,1097.0699,1097.0699,1097.0699,1097.0699,12240170
1192986000,2007-10-22,1085.74,1085.74,1085.74,1085.74,10364315
1193072400,2007-10-23,1075.29,1075.29,1075.29,1075.29,12620460
1193158800,2007-10-24,1096.2,1096.2,1096.2,1096.2,12446670
1193245200,2007-10-25,1095.53,1095.53,1095.53,1095.53,16736005
1193331600,2007-10-26,1092.48,1092.48,1092.48,1092.48,11979100
1193590800,2007-10-29,1064.2,1064.2,1064.2,1064.2,17289030
1193677200,2007-10-30,1069.78,1069.78,1069.78,1069.78,11858730
1193763600,2007-10-31,1065.09,1065.09,1065.09,1065.09,11398920
1193850000,2007-11-01,1075.92,1075.92,1075.92,1075.92,14156540
1193936400,2007-11-02,1066.63,1066.63,1066.63,1066.63,10934180
1194195600,2007-11-05,1047.15,1047.15,1047.15,1047.15,14173830
1194282000,2007-11-06,1031.71,1031.71,1031.71,1031.71,12928417
1194368400,2007-11-07,1031.2,1031.2,1031.2,1031.2,14628650
1194454800,2007-11-08,1026.47,1026.47,1026.47,1026.47,13223596
1194541200,2007-11-09,1018.29,1018.29,1018.29,1018.29,12562250
1194800400,2007-11-12,1006.12,1006.12,1006.12,1006.12,10517810
1194886800,2007-11-13,973.59,973.59,973.59,973.59,13377809
1194973200,2007-11-14,993.75,993.75,993.75,993.75,19727650
1195059600,2007-11-15,1002.71,1002.71,1002.71,1002.71,13916450
1195146000,2007-11-16,998.22,998.22,998.22,998.22,11068140
1195405200,2007-11-19,998.75,998.75,998.75,998.75,8293346
1195491600,2007-11-20,983.52,983.52,983.52,983.52,7266350
1195578000,2007-11-21,971.49,971.49,971.49,971.49,10116710
1195664400,2007-11-22,977.17,977.17,977.17,977.17,8777814
1195750800,2007-11-23,975.92,975.92,975.92,975.92,7763920
1196010000,2007-11-26,991.38,991.38,991.38,991.38,12285906
1196096400,2007-11-27,988.08,988.08,988.08,988.08,10068210
1196182800,2007-11-28,984.57,984.57,984.57,984.57,8356830
1196269200,2007-11-29,980.09,980.09,980.09,980.09,8212150
1196355600,2007-11-30,972.35,972.35,972.35,972.35,10004690
1196614800,2007-12-03,987.96,987.96,987.96,987.96,9871860
1196701200,2007-12-04,988.91,988.91,988.91,988.91,10569560
1196787600,2007-12-05,976.21,976.21,976.21,976.21,8192070
1196874000,2007-12-06,974.46,974.46,974.46,974.46,6090220
1196960400,2007-12-07,974.63,974.63,974.63,974.63,8376420
1197219600,2007-12-10,958.48,958.48,958.48,958.48,7519960
1197306000,2007-12-11,941.04,941.04,941.04,941.04,7740430
1197392400,2007-12-12,946.32,946.32,946.32,946.32,9109190
1197478800,2007-12-13,930.36,930.36,930.36,930.36,6491110
1197565200,2007-12-14,922.09,922.09,922.09,922.09,8235270
1197824400,2007-12-17,911.15,911.15,911.15,911.15,5756260
1197910800,2007-12-18,919.6,919.6,919.6,919.6,7391100
1197997200,2007-12-19,946.78,946.78,946.78,946.78,10002962
1198083600,2007-12-20,930.45,930.45,930.45,930.45,8948750
1198170000,2007-12-21,935.07,935.07,935.07,935.07,8239150
1198429200,2007-12-24,930.86,930.86,930.86,930.86,6880160
1198515600,2007-12-25,918.43,918.43,918.43,918.43,6586460
1198602000,2007-12-26,924.37,924.37,924.37,924.37,8349610
1198688400,2007-12-27,921.75,921.75,921.75,921.75,7301310
1198774800,2007-12-28,927.02,927.02,927.02,927.02,5453340
1199206800,2008-01-02,921.07,921.07,921.07,921.07,6006030
1199293200,2008-01-03,908.25,908.25,908.25,908.25,8720040
1199379600,2008-01-04,903.09,903.09,903.09,903.09,8129360
1199638800,2008-01-07,887.08,887.08,887.08,887.08,7723300
1199725200,2008-01-08,893.74,893.74,893.74,893.74,9242410
1199811600,2008-01-09,878.41,878.41,878.41,878.41,7797560
1199898000,2008-01-10,850.07,850.07,850.07,850.07,12351005
1199984400,2008-01-11,860.77,860.77,860.77,860.77,7395180
1200243600,2008-01-14,841,841,841,841,9670960
1200330000,2008-01-15,808.83,808.83,808.83,808.83,10254400
1200416400,2008-01-16,846.07,846.07,846.07,846.07,14112140
1200502800,2008-01-17,833.81,833.81,833.81,833.81,11217240
1200589200,2008-01-18,847.05,847.05,847.05,847.05,7332025
1200848400,2008-01-21,833.88,833.88,833.88,833.88,8007160
1200934800,2008-01-22,807.74,807.74,807.74,807.74,12196370
1201021200,2008-01-23,776.68,776.68,776.68,776.68,10787310
1201107600,2008-01-24,764.13,764.13,764.13,764.13,10111410
