<Date>,<Close>,<Open>,<High>,<Low>,<Volume>
2020-01-08,948.98,954.13,955.84,945.28,319165887
2020-01-09,960.15,953.86,960.73,952.16,166147392
2020-01-10,968.54,961.17,969.71,961.17,222154568
2020-01-13,965.84,965.47,968.63,965.47,147147791
2020-01-14,967.00,966.26,968.85,965.76,190348503
2020-01-15,967.56,967.69,967.69,964.84,150040543
2020-01-16,974.31,967.20,974.70,967.17,201250786
2020-01-17,978.96,976.28,980.02,973.79,164136095
2020-01-20,978.63,978.23,979.85,975.93,148803681
2020-01-21,986.37,978.82,986.37,978.82,157666151
2020-01-22,991.46,986.52,991.46,983.92,152345085
2020-01-30,959.58,976.07,977.72,954.00,198514398
2020-01-31,936.62,959.58,960.96,936.62,253944680
2020-02-03,928.14,916.60,930.37,891.85,275517985
2020-02-04,929.09,929.42,934.91,919.33,197685137
2020-02-05,925.91,934.75,936.33,921.89,197383745
2020-02-06,938.54,926.66,938.54,925.21,223668081
2020-02-07,940.75,938.45,943.48,935.94,194165341
2020-02-10,930.73,934.38,935.87,926.61,153967122
2020-02-11,934.67,930.73,936.04,930.73,179353088
2020-02-12,937.68,940.72,943.11,937.34,228035142
2020-02-13,938.24,937.19,939.10,934.47,177733077
2020-02-14,937.45,939.28,940.65,936.47,204351144
2020-02-17,934.77,938.52,938.52,931.66,183245052
2020-02-18,927.93,934.47,934.98,926.01,187757536
2020-02-19,928.76,926.41,931.66,925.86,192170084
2020-02-20,938.13,933.69,938.13,930.41,198339933
2020-02-21,933.09,938.13,940.53,932.32,206753001
2020-02-24,903.34,917.49,917.49,903.34,291882482
2020-02-25,909.67,893.95,909.67,893.95,221123293
2020-02-26,895.97,901.51,903.27,894.25,142582255
2020-02-27,898.44,892.15,899.34,889.14,163286587
2020-02-28,882.19,884.66,887.07,872.46,241893421
2020-03-02,884.43,878.88,886.45,877.31,206634751
2020-03-03,890.61,895.26,896.39,890.06,212740313
2020-03-04,889.37,888.48,889.85,882.83,238450919
2020-03-05,893.31,892.71,898.43,891.20,231336664
2020-03-06,891.44,888.96,891.44,882.71,214338753
2020-03-09,835.49,864.50,864.50,834.67,309100873
2020-03-10,837.50,813.83,843.28,806.63,298017446
2020-03-11,811.35,843.52,844.94,794.54,318568905
2020-03-12,769.25,778.06,778.06,762.12,339232260
2020-03-13,761.78,750.56,764.69,723.70,354705442
2020-03-16,747.86,757.74,758.59,737.58,292252741
2020-03-17,745.78,724.07,750.03,721.84,287277094
2020-03-18,747.66,749.14,752.65,742.12,259017964
2020-03-19,725.94,732.35,733.43,714.02,353389671
2020-03-20,709.73,728.55,729.35,709.73,230589297
2020-03-23,666.59,683.10,683.81,664.23,280248298
2020-03-24,659.21,666.59,666.59,652.27,245148982
2020-03-25,690.25,676.76,690.25,667.58,270182844
2020-03-26,694.21,689.00,700.76,680.10,221850923
2020-03-27,696.06,692.54,703.22,682.52,327993584
2020-03-30,662.26,663.91,665.56,657.36,233101381
2020-03-31,662.53,669.74,678.64,649.10,262791623
2020-04-01,680.23,658.80,684.96,657.41,267021451
2020-04-03,701.80,687.92,701.80,687.92,233091019
2020-04-06,736.75,716.22,736.75,715.39,334903626
2020-04-07,746.69,744.97,748.45,730.28,292968513
2020-04-08,748.02,740.03,748.36,730.12,252294484
2020-04-09,760.33,751.08,765.87,751.08,298466917
2020-04-10,757.94,759.08,764.36,751.59,338401710
2020-04-13,765.79,762.99,774.62,762.53,235281711
2020-04-14,767.41,769.01,769.53,753.85,266774993
2020-04-15,777.22,768.05,779.52,768.01,302623284
2020-04-16,780.70,773.11,781.06,770.91,250935655
2020-04-17,789.60,786.96,790.95,783.74,309857529
2020-04-20,794.97,796.17,797.49,786.73,336053146
2020-04-21,766.84,794.97,794.97,761.96,397399287
2020-04-22,768.92,752.80,774.94,749.97,253435487
2020-04-23,773.91,768.92,785.60,768.92,205794543
2020-04-24,776.66,777.28,778.30,767.31,262269637
2020-04-27,770.77,780.65,785.74,770.77,307355579
2020-04-28,767.21,773.31,776.13,763.66,219399280
2020-04-29,769.11,768.59,772.62,768.19,250081194
2020-05-04,762.47,766.14,769.73,761.64,285569959
2020-05-05,764.16,763.22,767.03,760.04,212376498
2020-05-06,782.59,767.30,782.59,765.37,272445795
2020-05-07,796.54,785.08,796.54,785.08,240802974
2020-05-08,813.73,800.32,825.72,800.20,371337502
2020-05-11,828.33,818.26,828.33,812.48,353415980
2020-05-12,835.32,827.29,835.95,819.66,322211096
2020-05-13,834.21,835.32,839.59,815.13,374602789
2020-05-14,832.40,830.97,836.19,826.17,341117383
2020-05-15,827.03,835.42,838.47,824.59,301891111
2020-05-18,837.01,827.49,837.61,823.08,254048734
2020-05-19,845.92,852.14,854.25,844.15,385271832
2020-05-20,852.91,843.26,852.91,842.21,265771467
2020-05-21,862.73,854.93,862.73,854.04,331906150
2020-05-22,852.74,859.29,860.65,852.08,303976346
2020-05-25,859.04,852.90,860.45,849.12,307226679
2020-05-26,869.13,861.47,869.65,860.22,328348697
2020-05-27,857.48,869.13,875.35,857.48,388896509
2020-05-28,861.39,858.97,866.17,856.50,322215391
2020-05-29,864.47,861.59,866.95,859.26,318190600
2020-06-01,878.67,868.97,878.67,868.97,476516181
2020-06-02,874.80,879.23,882.73,874.53,484708142
2020-06-03,881.17,876.73,881.17,874.01,351958204
2020-06-04,883.90,883.22,888.32,883.22,431121741
2020-06-05,886.22,883.40,886.59,878.50,499608204
2020-06-08,899.92,888.70,905.65,888.70,572018924
2020-06-09,899.43,902.26,904.89,898.87,501725105
2020-06-10,900.00,898.78,902.69,890.30,542865391
2020-06-11,867.37,900.48,903.70,867.37,707457705
2020-06-12,863.52,841.85,863.52,841.44,620770592
2020-06-15,832.47,867.52,868.16,832.47,708243570
2020-06-16,856.13,848.86,858.70,844.67,412445091
2020-06-17,854.44,861.05,861.05,852.27,354839753
2020-06-18,855.27,850.92,858.03,847.49,280310648
2020-06-19,868.56,857.77,868.56,857.77,440092219
2020-06-22,871.28,869.68,872.94,867.37,350370945
2020-06-23,868.20,871.12,873.20,864.02,455359622
2020-06-24,859.71,868.20,873.13,857.58,370920927
2020-06-25,854.59,851.09,856.23,849.65,312296946
2020-06-26,851.98,859.07,862.59,850.66,300386260
2020-06-29,829.36,846.26,846.53,826.00,389638233
2020-06-30,825.11,836.72,840.31,821.92,358393775
2020-07-01,843.49,827.67,844.26,826.38,303545946
2020-07-02,842.38,845.66,845.66,838.48,223794868
2020-07-03,847.61,845.26,848.16,843.25,203001178
2020-07-06,861.16,851.47,861.85,850.04,215091679
2020-07-07,863.42,865.46,870.63,863.42,330902376
2020-07-08,864.50,861.75,865.58,859.98,237540566
2020-07-09,876.46,867.66,878.36,867.45,306075738
2020-07-10,871.21,873.70,878.53,867.59,291113796
2020-07-13,868.72,874.85,876.83,866.99,246073500
2020-07-14,868.11,865.01,868.11,860.28,239137660
2020-07-15,869.91,872.80,876.69,869.91,258293626
2020-07-16,876.83,871.81,876.83,869.27,243472026
2020-07-17,872.02,873.48,875.07,871.89,270682017
2020-07-20,861.40,870.82,871.64,861.40,285075775
2020-07-21,861.69,863.94,864.70,856.94,245405073
2020-07-22,855.08,863.64,864.00,854.97,278602354
2020-07-23,856.75,854.92,857.22,851.97,240494702
2020-07-24,829.16,854.23,854.57,816.90,505098514
2020-07-27,785.17,794.14,808.74,780.64,422707490
2020-07-28,813.36,786.72,814.40,786.67,328490834
2020-07-29,790.84,796.57,797.33,779.82,362091753
2020-07-30,801.13,796.22,802.97,794.88,188944703
2020-07-31,798.39,787.78,803.55,786.98,249630878
2020-08-03,814.65,796.86,814.84,796.47,298136184
2020-08-04,827.57,822.86,827.57,820.20,277448893
2020-08-05,837.80,826.43,839.52,820.74,306639158
2020-08-06,840.04,838.01,844.16,833.56,257016920
2020-08-07,841.46,840.65,844.33,836.84,259884838
2020-08-10,843.20,845.89,849.52,843.20,309297390
2020-08-11,843.08,847.61,847.61,840.35,249000304
2020-08-12,846.92,844.23,848.54,842.88,272493250
2020-08-13,855.05,849.96,855.19,849.93,256244523
2020-08-14,850.74,854.29,860.32,848.48,304706001
2020-08-17,850.15,850.50,852.05,841.62,237510681
2020-08-18,846.43,850.15,851.06,845.00,227510848
2020-08-19,851.21,847.19,853.15,846.22,240147222
2020-08-20,848.21,851.21,856.99,847.44,285685594
2020-08-21,854.78,849.99,856.45,849.69,286817402
2020-08-24,868.68,860.35,868.68,860.35,381517543
2020-08-25,874.12,870.92,877.57,870.92,399065173
2020-08-26,873.47,873.62,876.97,871.78,352376560
2020-08-27,874.71,872.38,875.71,871.93,325718147
2020-08-28,878.98,878.79,885.86,877.70,398321424
2020-08-31,881.65,884.00,888.44,879.26,352651008
2020-09-01,891.73,882.40,892.51,880.79,316999969
2020-09-03,903.97,898.25,904.32,896.26,370489521
2020-09-04,901.54,896.02,903.11,893.86,346438791
2020-09-07,888.25,903.85,905.80,888.25,434062933
2020-09-08,890.14,891.61,894.58,884.88,294020747
2020-09-09,889.32,883.68,892.40,881.57,318443237
2020-09-10,888.82,896.21,896.78,888.82,387236519
2020-09-11,888.97,888.82,890.98,885.20,309908605
2020-09-14,894.57,891.89,895.31,891.89,364431541
2020-09-15,896.26,896.61,898.74,894.66,381798801
2020-09-16,897.47,897.43,897.58,894.63,290433568
2020-09-17,894.04,897.47,899.41,890.93,395454931
2020-09-18,900.95,896.08,902.11,895.82,361844377
2020-09-21,907.94,904.50,909.78,904.50,403435014
2020-09-22,906.19,905.90,909.69,902.47,401407999
2020-09-23,912.50,908.97,913.52,908.97,392506597
2020-09-24,908.58,910.53,914.51,907.32,398464411
2020-09-25,908.27,910.78,911.30,905.56,361232130
2020-09-28,912.50,911.20,913.60,910.04,420240133
2020-09-29,905.28,916.63,917.49,904.69,439634973
2020-09-30,905.21,904.34,907.00,900.44,340685594
2020-10-01,914.09,910.13,914.09,909.13,352448619
2020-10-02,909.91,914.09,916.67,897.72,527158154
2020-10-05,914.68,913.77,915.55,910.96,456101119
2020-10-06,915.67,918.11,918.93,912.77,496132393
2020-10-07,919.72,913.62,923.57,912.69,523961365
2020-10-08,918.84,922.08,922.08,914.04,470304445
2020-10-09,924.00,919.48,924.00,917.70,388133119
2020-10-12,925.83,930.78,933.13,923.28,457229293
2020-10-13,929.86,926.76,930.96,923.78,359015145
2020-10-14,940.18,931.89,940.18,931.89,474920831
2020-10-15,942.76,945.28,945.93,938.70,470505206
2020-10-16,943.30,944.03,946.23,935.98,443329721
2020-10-19,943.69,945.01,946.29,941.92,389468232
2020-10-20,944.42,941.00,944.54,937.32,444327632
2020-10-21,939.03,947.16,948.20,939.00,412650340
2020-10-22,949.90,938.06,949.90,933.78,365115464
2020-10-23,961.26,953.45,961.26,953.14,452492266
2020-10-26,950.80,967.52,970.15,950.80,428249098
2020-10-27,946.47,950.80,954.72,946.28,455852375
2020-10-28,921.05,942.82,946.91,921.05,456058310
2020-10-29,919.08,916.49,925.84,914.33,436132930
2020-10-30,925.47,925.41,926.32,911.20,312753239
2020-11-02,933.68,926.09,933.68,924.14,297601123
2020-11-03,935.41,936.73,937.57,932.18,318702179
2020-11-04,939.76,935.41,943.56,933.86,350871986
2020-11-05,937.75,940.32,945.51,937.75,304332571
2020-11-06,938.29,939.73,941.20,934.63,268232099
2020-11-09,951.99,942.15,951.99,942.15,393195035
2020-11-10,951.90,962.68,963.47,951.90,456747250
2020-11-11,952.22,954.46,956.65,947.61,376513728
2020-11-12,959.28,953.97,959.28,953.62,343912246
2020-11-13,966.29,959.56,966.29,959.13,457828978
2020-11-16,950.79,970.11,972.98,950.50,518930355
2020-11-17,968.90,955.52,968.90,953.22,400955086
2020-11-18,973.53,969.48,974.30,966.32,478682286
2020-11-19,983.26,975.32,983.26,974.33,500118822
2020-11-20,990.00,984.71,990.00,980.72,501052016
2020-11-23,994.19,991.87,995.90,985.38,489689829
2020-11-24,995.76,996.55,997.99,984.92,550067967
2020-11-25,999.94,"1,000.39","1,002.31",996.80,475736585
2020-11-26,"1,005.97",999.24,"1,005.97",994.91,493557788
2020-11-27,"1,010.22","1,006.68","1,010.22","1,004.00",446435493
2020-11-30,"1,003.08","1,011.82","1,012.50","1,002.61",532930170
2020-12-01,"1,008.87",988.71,"1,008.87",988.71,583307874
2020-12-02,"1,014.32","1,008.77","1,015.86","1,007.91",684524912
2020-12-03,"1,019.80","1,016.73","1,020.35","1,014.06",518905499
2020-12-04,"1,021.49","1,019.80","1,025.17","1,018.67",553590343
2020-12-07,"1,029.98","1,024.34","1,030.41","1,022.14",520338686
2020-12-08,"1,029.26","1,029.98","1,032.58","1,025.63",527667121
2020-12-09,"1,039.13","1,029.26","1,039.55","1,029.26",586051690
2020-12-10,"1,030.91","1,041.65","1,044.10","1,030.91",626451597
2020-12-11,"1,045.96","1,033.19","1,045.96","1,030.06",463771359
2020-12-14,"1,064.09","1,048.97","1,064.09","1,048.97",583588995
2020-12-15,"1,055.27","1,062.02","1,067.45","1,052.01",675180208
2020-12-16,"1,066.99","1,058.34","1,066.99","1,057.21",591566382
2020-12-17,"1,051.77","1,065.85","1,065.85","1,051.42",667888063
2020-12-18,"1,067.46","1,055.75","1,068.56","1,055.75",623638382
2020-12-21,"1,081.08","1,071.62","1,081.60","1,070.86",713662252
2020-12-22,"1,083.45","1,081.85","1,084.23","1,077.06",756114347
2020-12-23,"1,078.90","1,087.89","1,094.09","1,077.92",813169564
2020-12-24,"1,067.52","1,083.83","1,084.76","1,046.89",757318877
2020-12-25,"1,084.42","1,068.83","1,084.42","1,061.83",652808639
2020-12-28,"1,091.33","1,094.37","1,096.11","1,083.90",723882551
2020-12-29,"1,099.49","1,090.49","1,102.79","1,087.93",678818432
2020-12-30,"1,097.54","1,099.78","1,108.83","1,094.91",676978950
2020-12-31,"1,103.87","1,098.25","1,105.33","1,096.51",527818627
2021-01-04,"1,120.47","1,113.77","1,126.43","1,113.59",764035996
2021-01-05,"1,132.55","1,116.96","1,134.45","1,116.49",763427860
2021-01-06,"1,143.21","1,139.12","1,152.85","1,133.70",790451912
2021-01-07,"1,156.49","1,147.26","1,156.49","1,143.44",763739596
2021-01-08,"1,167.69","1,164.10","1,176.33","1,160.48",808314023
2021-01-11,"1,184.89","1,176.47","1,186.45","1,175.00",845851690
2021-01-12,"1,192.28","1,190.38","1,192.28","1,179.24",719934730
2021-01-13,"1,186.05","1,197.32","1,200.82","1,183.18",819291996
2021-01-14,"1,187.40","1,189.48","1,190.50","1,178.84",779343266
2021-01-15,"1,194.20","1,188.84","1,197.74","1,188.84",783113133
2021-01-18,"1,191.94","1,198.79","1,200.85","1,190.33",747415059
2021-01-19,"1,131.00","1,189.91","1,189.91","1,117.17",986187155
2021-01-20,"1,134.68","1,136.50","1,142.48","1,098.05",839300719
2021-01-21,"1,164.21","1,146.86","1,164.21","1,132.66",721919685
2021-01-22,"1,166.78","1,166.77","1,175.72","1,161.43",758315840
2021-01-25,"1,166.05","1,164.20","1,172.18","1,162.80",707236185
2021-01-26,"1,136.12","1,164.97","1,164.97","1,121.03",782270801
2021-01-27,"1,097.17","1,122.41","1,136.12","1,088.86",714917500
2021-01-28,"1,023.94","1,041.71","1,052.16","1,022.77",666812100
2021-01-29,"1,056.61",998.33,"1,076.11",998.33,711837700
2021-02-01,"1,035.51","1,062.13","1,074.52","1,035.51",561669800
2021-02-02,"1,075.53","1,036.95","1,075.53","1,029.36",526221500
2021-02-03,"1,111.29","1,084.87","1,113.24","1,075.53",606731400
2021-02-04,"1,112.19","1,112.97","1,117.88","1,098.85",445476800
2021-02-05,"1,126.91","1,114.79","1,126.91","1,112.19",436892900
2021-02-08,"1,083.18","1,127.06","1,127.06","1,075.10",609698500
2021-02-09,"1,114.93","1,090.88","1,114.93","1,078.98",459794700
2021-02-17,"1,155.78","1,127.46","1,155.78","1,114.93",482046200
2021-02-18,"1,174.38","1,157.10","1,174.38","1,148.66",560699200
2021-02-19,"1,173.50","1,160.65","1,178.18","1,157.60",520714600
2021-02-22,"1,175.04","1,173.57","1,182.67","1,169.12",542637200
2021-02-23,"1,177.64","1,174.57","1,184.32","1,168.32",545038100
2021-02-24,"1,162.01","1,184.32","1,185.58","1,154.36",545511700
2021-02-25,"1,165.43","1,169.97","1,169.97","1,155.74",468526100
2021-02-26,"1,168.47","1,148.88","1,169.28","1,148.88",506960700
2021-03-01,"1,186.17","1,176.93","1,186.82","1,174.45",574423600
2021-03-02,"1,186.61","1,196.16","1,196.16","1,181.99",512197000
2021-03-03,"1,186.95","1,184.73","1,189.18","1,180.25",563365200
2021-03-04,"1,168.52","1,191.78","1,191.90","1,159.48",612855400
2021-03-05,"1,168.69","1,164.19","1,169.56","1,155.60",537313300
2021-03-08,"1,168.27","1,180.33","1,181.25","1,164.02",608624800
2021-03-09,"1,161.97","1,160.96","1,168.27","1,150.94",575592300
2021-03-10,"1,170.08","1,163.86","1,170.59","1,154.89",547558000
2021-03-11,"1,181.73","1,170.08","1,183.73","1,170.08",568292300
2021-03-12,"1,181.56","1,185.21","1,186.52","1,178.14",571414100
2021-03-15,"1,184.56","1,183.89","1,186.06","1,178.80",616698600
2021-03-16,"1,179.90","1,184.91","1,184.91","1,171.76",607821300
2021-03-17,"1,186.09","1,178.64","1,186.09","1,176.26",628147900
2021-03-18,"1,200.94","1,196.60","1,200.94","1,186.09",554147600
2021-03-19,"1,194.05","1,195.47","1,199.67","1,191.96",582011200
2021-03-22,"1,194.43","1,200.05","1,200.21","1,189.31",607716400
2021-03-23,"1,183.45","1,190.28","1,191.47","1,177.10",624727100
2021-03-24,"1,161.81","1,169.42","1,183.45","1,154.22",631818400
2021-03-25,"1,163.10","1,164.41","1,170.76","1,154.44",591235700
2021-03-26,"1,162.21","1,162.71","1,165.76","1,137.90",611213000
2021-03-29,"1,175.68","1,169.65","1,175.77","1,165.78",575362200
2021-03-30,"1,186.36","1,179.64","1,187.29","1,172.85",681706500
2021-03-31,"1,191.44","1,187.44","1,196.45","1,186.40",651568100
2021-04-01,"1,216.10","1,194.59","1,217.26","1,191.44",616140600
2021-04-02,"1,224.45","1,225.76","1,228.29","1,221.07",588762600
2021-04-05,"1,236.05","1,245.28","1,245.28","1,228.18",613466100
2021-04-06,"1,239.96","1,233.37","1,244.63","1,231.14",635565900
2021-04-07,"1,242.38","1,237.39","1,242.38","1,232.52",657493400
2021-04-08,"1,234.89","1,242.38","1,246.40","1,232.26",617181800
2021-04-09,"1,231.66","1,231.51","1,234.98","1,227.60",637649300
2021-04-12,"1,252.45","1,236.79","1,252.45","1,231.66",828755200
2021-04-13,"1,248.33","1,262.44","1,268.02","1,247.66",948996600
2021-04-14,"1,255.87","1,240.90","1,255.87","1,233.01",786635900
2021-04-15,"1,247.25","1,262.25","1,265.87","1,247.25",738699000
2021-04-16,"1,238.71","1,245.06","1,254.61","1,227.14",917754200
2021-04-19,"1,260.58","1,243.58","1,260.58","1,233.77",739537900
2021-04-20,"1,268.28","1,267.74","1,286.32","1,261.28",744607400
2021-04-22,"1,227.82","1,264.31","1,271.98","1,227.82",698613300
2021-04-23,"1,248.53","1,227.18","1,248.53","1,216.15",650003400
2021-04-26,"1,215.77","1,251.25","1,251.25","1,214.14",658568800
2021-04-27,"1,219.75","1,213.84","1,220.96","1,204.14",521704000
2021-04-28,"1,229.55","1,220.26","1,230.91","1,217.49",565094300
2021-04-29,"1,239.39","1,234.91","1,239.39","1,231.25",590035400
2021-05-04,"1,242.20","1,222.08","1,242.80","1,212.56",685755900
2021-05-05,"1,256.43","1,244.69","1,265.93","1,242.20",654569700
2021-05-06,"1,250.57","1,255.42","1,261.49","1,246.64",641117500
2021-05-07,"1,241.81","1,245.48","1,250.50","1,231.92",714688200
2021-05-10,"1,259.58","1,239.96","1,259.58","1,236.85",697146500
2021-05-11,"1,256.04","1,265.11","1,272.55","1,256.04",675426300
2021-05-12,"1,269.09","1,251.97","1,269.09","1,249.18",633464200
2021-05-13,"1,261.99","1,262.98","1,273.49","1,261.99",652466800
2021-05-14,"1,266.36","1,266.43","1,271.45","1,259.97",646009100
2021-05-17,"1,258.70","1,272.55","1,277.83","1,258.50",672713200
2021-05-18,"1,252.68","1,259.57","1,262.22","1,249.02",634400100
2021-05-19,"1,262.49","1,254.78","1,262.71","1,250.58",623892200
2021-05-20,"1,278.22","1,264.62","1,278.22","1,255.78",680615500
2021-05-21,"1,283.93","1,272.84","1,289.03","1,268.46",625629100
2021-05-24,"1,297.98","1,287.50","1,299.83","1,283.93",640625700
2021-05-25,"1,308.58","1,299.19","1,308.58","1,297.23",616066700
2021-05-26,"1,316.70","1,308.04","1,317.30","1,304.68",659595400
2021-05-27,"1,303.57","1,318.42","1,319.67","1,299.99",665777400
2021-05-28,"1,320.46","1,307.79","1,323.09","1,300.06",702181700
2021-05-31,"1,328.05","1,326.65","1,328.05","1,307.56",685028300
